node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms,is_generic,country,country_full
ent:d56df59307fc999e,Enabler,Digital tools in material flow,digital tools in material flow,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Digital tools in material flow,1,Digital tools in material flow,False,AU,Australia
ent:cece27bdecbab6b3,Enabler,drivers,drivers,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c79::a1d1f7091ec69ccb,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"They included 'building materials', 'cost', 'design', 'building performance', 'social sustainability', 'vehicles', 'end-of-life', 'drivers', 'challenges', 'affordability'",3,drivers,False,AU,Australia
ent:95459c57278727b9,Enabler,Ease of manufacture and efficiency of assembly,ease of manufacture and efficiency of assembly,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c116::1761486bf37a971b,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,This is a design approach that focuses on ease of manufacture and efficiency of assembly.,1,Ease of manufacture and efficiency of assembly,False,AU,Australia
ent:087b6c367d0dcaee,Enabler,Economic Incentives,economic incentives,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Circular KPIs, green economic incentives.",8,Economic Incentives,False,AU,Australia
ent:a7c33912a7c65b46,Enabler,Enablers for Circular Economy Construction,enablers for circular economy construction,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c2::f2ed9c845d00b68d,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,transitioning actors to enablers of circular practices throughout the multiple stages of construction,2,Enablers for Circular Economy Construction,False,AU,Australia
ent:33e2b6adde951423,Enabler,Financial Incentives for Design,financial incentives for design,False,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c234::ac2cf624db354bb8,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"financially incentivising improved design, including design for deconstruction",1,Financial Incentives for Design,False,AU,Australia
ent:fa1b8a179b6910ef,Enabler,Flexible Zoning for Mixed-Use Conversions,flexible zoning for mixed-use conversions,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c56::64cb3906ab498bf9,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"flexible zoning for mixed-use conversions, waivers on certain code requirements",1,Flexible Zoning for Mixed-Use Conversions,False,AU,Australia
ent:e12e55969b5e60be,Enabler,Fostering behaviour change through education and engagement,fostering behaviour change through education and engagement,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c28::5e2e8715ef51412d,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,fostering behavioural change through education and engagement,1,Fostering behaviour change through education and engagement,False,AU,Australia
ent:2a081e873fe904bf,Enabler,Funding programs for upgrading facilities,funding programs for upgrading facilities,True,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,"These policies typically involve funding programs for upgrading facilities, pilot project grants, and incentives for adopting recycled materials during construction.",1,Funding programs for upgrading facilities,False,AU,Australia
ent:8906dfbe695d8a5c,Enabler,Government Purchasing Power,government purchasing power,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c415::1be5131205897b8e,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,government purchasing power can have material impact on market outcomes for particular sectors,1,Government Purchasing Power,False,AU,Australia
ent:85c20933a3c9c065,Enabler,Grants,grants,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c56::64cb3906ab498bf9,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,The strategy will provide incentives such as R&D tax credits or grants for modular building construction techniques,5,Grants,False,AU,Australia
ent:3336f4c88fd7c15e,Enabler,Green loan frameworks,green loan frameworks,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Encourage banks to integrate circularity into green loan frameworks by 2025,1,Green loan frameworks,False,AU,Australia
ent:4931608732c55a22,Enabler,Harmonised levies,harmonised levies,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Strengthen economic signals through harmonised levies, targeted tax incentives for circular businesses",1,Harmonised levies,False,AU,Australia
ent:07331cf7dd38fb22,Enabler,harmonised regulation,harmonised regulation,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"the Circular Economy Ministerial Advisory Group (CEMAG) recommendations for harmonised regulation, Indigenous knowledge",2,harmonised regulation,False,AU,Australia
ent:68f1c77384e444f2,Enabler,Incentives for Building Retrofitting,incentives for building retrofitting,False,44.The_Transition_to_a_Circular_Built_Environment_in_::c33::d621d3b82c7199a3,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,"incentives to encourage the alteration, retrofitting and rebuilding of current building stock is needed",1,Incentives for Building Retrofitting,False,AU,Australia
ent:ed320e95ba440800,Enabler,Incentives for clean concrete waste,incentives for clean concrete waste,True,52.Circular-Economy-Markets-Australia-_ARUP::c167::5dc58eae13043904,52.Circular-Economy-Markets-Australia- ARUP.pdf,,Incentives and disincentives are needed to ensure concrete waste remains clean and in better quality,2,Incentives for clean concrete waste,False,AU,Australia
ent:0fa7b4d1a0bb9d22,Enabler,Incentives for Reuse and Recycling,incentives for reuse and recycling,True,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,"pilot project grants, and incentives for adopting recycled materials during construction.",4,Incentives for Reuse and Recycling,False,AU,Australia
ent:aae3e83abd45c5d6,Enabler,Information Availability,information availability,True,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,they are often demolished because the information about the design is lost,4,Information Availability,False,AU,Australia
ent:fd5be5ba7cc28807,Enabler,Information Sharing,information sharing,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c54::b2e2a18683137bee,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"effective information sharing between manufacturers, building owners, and contractors to facilitate material extraction and planning",2,Information Sharing,False,AU,Australia
ent:a11093718bf63d29,Enabler,Integrated Trading Platform for Construction and Demolition,integrated trading platform for construction and demolition,False,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c54::b77545b9925cac85,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,An integrated trading platform for construction and demolition,1,Integrated Trading Platform for Construction and Demolition,False,AU,Australia
ent:0e8f0ead03d20197,Enabler,Interactive Communication Platform,interactive communication platform,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c56::2d60a6e977806fcc,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,34.0,Establishing an interactive communication platform to enable the cooperation of demolition operators with other parties involved,1,Interactive Communication Platform,False,AU,Australia
ent:682fb8a3a7ae3580,Enabler,International Markets,international markets,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c16::41a2d52e5ed89616,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,it is likely that these markets will also be connected to international markets,2,International Markets,False,AU,Australia
ent:84430d56062a8342,Enabler,Internet of Things (IoT),internet of things (iot),False,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c54::b77545b9925cac85,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"Cloud manufacturing, internet of things-assisted manufacturing and 3D printing technology: reliable tools for sustainable construction.",2,Internet of Things (IoT),False,AU,Australia
ent:093abe0c518d2803,Practice,Keep Products and Materials in Use,keep products and materials in use,True,19.Circular_Economy_Resource_Recovery_Report_2021-22::c5::010d297aa1b7cf17,19.Circular Economy Resource Recovery Report 2021-22.pdf,,keep products and materials in use (ideally at their highest and best value); and regenerate natural systems,6,Keep Products and Materials in Use,False,AU,Australia
ent:cb3a65383ab238e0,Enabler,Knowledge and Leadership in Circular Economy,knowledge and leadership in circular economy,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c344::8ee0a51279786f96,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"What institutional models/organisations and structures are required to support knowledge, leadership, responsibility and stewardship in circular economy housing construction?",4,Knowledge and Leadership in Circular Economy,False,AU,Australia
ent:560c771803e870c0,Enabler,Knowledge of the local market and services,knowledge of the local market and services,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c18::235b499d6bc18547,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Local reclamation and remanufacturing centre network Knowledge of the local market and services,1,Knowledge of the local market and services,False,AU,Australia
ent:995f20a12591f039,Enabler,Knowledge Sharing,knowledge sharing,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c82::f539a9a7b8fcf8a3,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,collaboration and knowledge sharing with other countries.112,1,Knowledge Sharing,False,AU,Australia
ent:266ad77f6e070d1c,Enabler,"Lessons Learned from Other Countries, Research, and Organisations",lessons learned from other countries research and organisations,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c41::071ef31f01ad8b91,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,"Lessons learned from other countries, research, and organisations.",1,"Lessons Learned from Other Countries, Research, and Organisations",False,AU,Australia
ent:a4f6e7dbaf31fb5e,Enabler,Local reclamation and remanufacturing centre network,local reclamation and remanufacturing centre network,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c18::235b499d6bc18547,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Local reclamation and remanufacturing centre network Knowledge of the local market and services,1,Local reclamation and remanufacturing centre network,False,AU,Australia
ent:fd5b0306ab81c46f,Enabler,Long term commitment,long term commitment,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c53::d75fc035cabaef73,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,14.0,The key success factors to initiate and enable the service have been a long term commitment and clear ownership by the Innovation team,1,Long term commitment,False,AU,Australia
ent:461e21ba049b6b6f,Enabler,Low-Interest Loans for Sustainable Renovations,low-interest loans for sustainable renovations,True,55.australias-circular-economy-framework-2024::c55::ecef37652be5c3ad,55.australias-circular-economy-framework-2024.pdf,,Other incentives used globally include grants or low-interest loans for sustainable renovations,1,Low-Interest Loans for Sustainable Renovations,False,AU,Australia
ent:0dde5e86e6b154bd,Enabler,Market Incentives,market incentives,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c344::8ee0a51279786f96,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,What market incentives are required to encourage circular economy building materials?,4,Market Incentives,False,AU,Australia
ent:66b261dbc156e5e9,Enabler,Marketplace for new business,marketplace for new business,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Marketplace for new business,1,Marketplace for new business,False,AU,Australia
ent:8965eb893e76f345,Enabler,Minimum Standards,minimum standards,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c50::10784bfe7c82b080,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,could elevate lagging regions by sharing best practices and establishing minimum standards,1,Minimum Standards,False,AU,Australia
ent:104305f8b56b8c3f,Enabler,Patents for circular goods,patents for circular goods,True,55.australias-circular-economy-framework-2024::c97::640a342dfdd6ff9b,55.australias-circular-economy-framework-2024.pdf,,• Public sustainable procurement and empty homes • Patents for circular goods,1,Patents for circular goods,False,AU,Australia
ent:0e62179a3e26d346,Enabler,Planetary Boundaries,planetary boundaries,True,49.RV_Circular-Economy-Market-Report-2025_2::c14::faf69b732080d6ae,49.RV_Circular-Economy-Market-Report-2025_2.pdf,8.0,keep overall material use within the planetary boundaries,1,Planetary Boundaries,False,AU,Australia
ent:ca26a1a089f8ec66,Enabler,Proximity Principle,proximity principle,False,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c3::3ec2214c089adff9,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,"manufacturers' shared responsibility for waste generation, subsidies for C&D waste recycledmaterials,andtheproximityprinciple",1,Proximity Principle,False,AU,Australia
ent:f51f0f5ee5fb0039,Enabler,Public Infrastructure Funding,public infrastructure funding,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c101::8a0a1a2a9d38412b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,mandated for all large construction projects and as a criterion for public infrastructure funding by 2025,2,Public Infrastructure Funding,False,AU,Australia
ent:271ed95a13a7a4d6,Enabler,R&D Credits for Circular Innovation,rd credits for circular innovation,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"targeted tax incentives for circular businesses, R&D credits for circular innovation, and sustainable finance mechanisms",1,R&D Credits for Circular Innovation,False,AU,Australia
ent:68b4575c2dd2a877,Enabler,R&D Tax Credits,rd tax credits,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c56::64cb3906ab498bf9,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,The strategy will provide incentives such as R&D tax credits or grants for modular building construction techniques,2,R&D Tax Credits,False,AU,Australia
ent:03c32d377dcd5b11,Enabler,Renewable Energy,renewable energy,True,19.Circular_Economy_Resource_Recovery_Report_2021-22::c5::010d297aa1b7cf17,19.Circular Economy Resource Recovery Report 2021-22.pdf,,"Underpinned by a transition to renewable energy sources, the circular model builds economic, natural, and social capital",3,Renewable Energy,False,AU,Australia
ent:2a0d35974f255e18,Enabler,Renewable Energy and Materials Sources,renewable energy and materials sources,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c50::3f4d7cf3abcbefed,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,"selecting resources and technology wisely, replacing with renewable energy and materials sources",1,Renewable Energy and Materials Sources,False,AU,Australia
ent:a1e8a387c7e6e4e4,OutcomeMetric,Resilience,resilience,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c43::349fbbcb72e010ee,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Circular strategies can reduce dependence on imports and enhance resilience,2,Resilience,False,AU,Australia
ent:0e4a297373b57413,Enabler,Resource Efficiency,resource efficiency,False,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c28::5e2e8715ef51412d,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Valuing resource productivity,1,Valuing resource productivity,False,AU,Australia
ent:8488f7fbd73738f2,Enabler,Reuse Market Development,reuse market development,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c26::6c1ccec1489091a2,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,This results in these materials receiving priority attention for recovery and market development in the C&D sector,1,Reuse Market Development,False,AU,Australia
ent:c7678c9360bdfd39,Enabler,Reuse Opportunities,reuse opportunities,True,47.gbca-a-practical-guide-to-circular-procurement::c142::838f14d2fcc1e6bb,47.gbca-a-practical-guide-to-circular-procurement.pdf,,"based on deconstruction findings, ensuring future reuse opportunities and knowledge transfer",3,Reuse Opportunities,False,AU,Australia
ent:f6d554ae0df5330e,Enabler,Specialized Tooling,specialized tooling,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c34::b39899bbdf027669,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,specialised tooling. These may be developed by a single player but often will involve the subject matter experts,2,Specialized Tooling,False,AU,Australia
ent:8cec26f070c245e0,Enabler,Standardised Testing Protocols,standardised testing protocols,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c49::a0147287051385ef,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,which might need standardised testing protocols,1,Standardised Testing Protocols,False,AU,Australia
ent:5c3fc0265bd3036f,Enabler,Standards Adoption,standards adoption,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"particularly the engineering systems, infrastructure development, standards adoption, and workforce transformation required to operationalise that agenda",2,Standards Adoption,False,AU,Australia
ent:da957da54629b6f2,Enabler,Stewardship,stewardship,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c237::70bd8868cf59a59e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"There is some reuse of materials, principally concrete and steel, where there is stewardship and markets",9,Stewardship,False,AU,Australia
ent:4242365645394aa8,Enabler,Strategic Planning & Early Engagement,strategic planning  early engagement,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c37::a5ccbb4af7557523,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Strategic Planning & Early Engagement: As discussed in chapter 2, an Existing Building Audit will help to identify materials, their second-use applications",1,Strategic Planning & Early Engagement,False,AU,Australia
ent:8f5c0e3536d346a9,Enabler,Subsidies,subsidies,True,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c3::3ec2214c089adff9,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,"manufacturers' shared responsibility for waste generation, subsidies for C&D waste recycledmaterials,andtheproximityprinciple",2,Subsidies,False,AU,Australia
ent:b444bc74cebe590a,Enabler,Subsidy for Reuse,subsidy for reuse,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,Policy incentives (like avoided waste fees and a modest subsidy for reuse) helped tip the balance.,1,Subsidy for Reuse,False,AU,Australia
ent:de226bee81c56283,Enabler,Supply and Demand Understanding,supply and demand understanding,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c40::e2f58e69a63dd703,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,"Procurement of materials provides an understanding of the supply and demand relation, identifying as a significant challenge",1,Supply and Demand Understanding,False,AU,Australia
ent:6908dd1afa824afc,Enabler,Tax breaks,tax breaks,True,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c3::9dc7dd3ca0a40fa7,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",,"Governments have recognized the economic benefits of recycling, offering incentives such as tax breaks, grants, and subsidies to businesses",1,Tax breaks,False,AU,Australia
ent:8c6a78afecebf6bb,Enabler,Tax incentives for circular businesses,tax incentives for circular businesses,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"harmonised levies, targeted tax incentives for circular businesses, R&D credits for circular innovation",1,Tax incentives for circular businesses,False,AU,Australia
ent:8bb0c1f6b943cc04,Enabler,Thoughtful design,thoughtful design,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"this pillar aims to eliminate the concept of construction waste – what was waste becomes inputs for something else, enabled by thoughtful design",2,Thoughtful design,False,AU,Australia
ent:c658a71418ef47c4,Enabler,Tower crane,tower crane,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c52::1eb62d3bcfe488db,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,for efficient reuse a second tower crane can help to decouple the deconstruction from other works happening on site,1,Tower crane,False,AU,Australia
ent:bd1cadbea7952fe1,Enabler,Upskilling,upskilling,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c107::832b3095ce1fdaf8,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",47.0,"without deliberate upskilling and cultural integration, there is a risk of displacement or disengagement of these workers.",2,Upskilling,False,AU,Australia
ent:82c1e9c4e16eb50a,Enabler,Value Delivery,value delivery,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c101::2c3cd19070c04007,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Value delivery: the widespread adoption of the CE in the AEC industry is reliant on reducing costs and offering good value,1,Value Delivery,False,AU,Australia
ent:0eafda4eab04f942,Enabler,Warranties and Insurance,warranties and insurance,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c22::740e166950993902,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Are warranties and insurance available?,1,Warranties and Insurance,False,AU,Australia
ent:1a8c812995906a5e,Instrument,10Rs framework,10rs framework,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c133::2eb612be2f4da905,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,41.0,overlooking the importance of actions higher up the 10Rs framework (such as reuse and repair),1,10Rs framework,False,AU,Australia
ent:050ba9fff76618d6,Instrument,"2021 National Circular Economy Roadmap for Plastics, Glass, Paper and Tyres",2021 national circular economy roadmap for plastics glass paper and tyres,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c73::29cdf18d8ec52acd,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,"This document reviews four materials that are common waste streams in our economy: plastics, tyres (automotive and mining), glass and paper",1,"2021 National Circular Economy Roadmap for Plastics, Glass, Paper and Tyres",False,AU,Australia
ent:81e19193f46b0503,Instrument,2030 national target and framework,2030 national target and framework,True,72.Circular-Precincts-Australia-1::c70::c4affefc52bdfcac,72.Circular-Precincts-Australia-1.pdf,,"resources and funding to support the 2030 national target and framework, to drive outcomes on the ground",1,2030 national target and framework,False,AU,Australia
ent:4b56e8bdddfd38dd,Instrument,A Circular Economy for Victoria,a circular economy for victoria,False,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c73::29cdf18d8ec52acd,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,A Circular Economy for Victoria The policy outlines the Victorian government's vision for how materials are used and managed throughout the state economy,1,A Circular Economy for Victoria,False,AU,Australia
ent:755f63e4fbf91b2a,Instrument,AASB S1.5,aasb s1.5,True,52.Circular-Economy-Markets-Australia-_ARUP::c229::393f8807295bb33b,52.Circular-Economy-Markets-Australia- ARUP.pdf,,Encourage voluntary sustainability reporting on the materials-focused aspects of AASB S1.5,2,AASB S1.5,False,AU,Australia
ent:eeb2239faab8b656,Instrument,ACT Circular Economy Strategy and Action Plan,act circular economy strategy and action plan,True,68.ACT-Circular-Economy-Strategy-access::c54::76a9a489cdafe71f,68.ACT-Circular-Economy-Strategy-access.pdf,17.0,ACT Circular Economy Strategy and Action Plan 15,2,ACT Circular Economy Strategy and Action Plan,False,AU,Australia
ent:627b2eaa27f48427,Instrument,ACT Waste-to-Energy Policy 2020-25,act waste-to-energy policy 2020-25,True,68.ACT-Circular-Economy-Strategy-access::c10::9f7a775e109ea0e6,68.ACT-Circular-Economy-Strategy-access.pdf,,The ACT Waste-to-Energy Policy 2020-25 permits non-thermal treatment of waste to recover energy,1,ACT Waste-to-Energy Policy 2020-25,False,AU,Australia
ent:ec4b75619d87f1b6,Instrument,Aggregate levy,aggregate levy,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c4::90b3e9fdb49209b8,40.CIOB Response to DECC Circular Economy Consultation.pdf,2.0,landfill taxes and the application of an aggregate levy facilitated a 70% decline in the amount of Construction and Demolition Waste (CDW) disposed to landfills,1,Aggregate levy,False,AU,Australia
ent:23ed68c5e4e73c50,Instrument,AHURI Final Report No. 402,ahuri final report no. 402,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c16::41a2d52e5ed89616,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,AHURI Final Report No. 402 Building materials in a circular economy,23,AHURI Final Report No. 402,False,AU,Australia
ent:af239d63bd436a84,Instrument,Anti-Waste and Circular Economy (AGEC) Law,anti-waste and circular economy (agec) law,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c231::4ceac9842017daef,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,52.0,AGEC Law: The AGEC Law (2020) establishes an extended producer responsibility (REP) system for managing construction waste in France,2,Anti-Waste and Circular Economy (AGEC) Law,False,AU,Australia
ent:2641f6d787aac061,Instrument,Appendix D,appendix d,True,47.gbca-a-practical-guide-to-circular-procurement::c141::7d3a19dad0a4fee0,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Align metrics with Appendix D.,2,Appendix D,False,AU,Australia
ent:0221bebb09119d7c,Instrument,Arup Evaluating re-use potential: Material profiles and vision for project workflow,arup evaluating re-use potential material profiles and vision for project workflow,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c80::2de282d3fb79d1b8,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Evaluating re-use potential: Material profiles and vision for project workflow - Arup,1,Arup Evaluating re-use potential: Material profiles and vision for project workflow,False,AU,Australia
ent:7651ac146f2302c2,Instrument,As-Built Drawings,as-built drawings,False,48.What-Works-3-For-circular-design-in-the-built-environment::c83::bbb874e090fab487,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,The IS Design/As-Built provides the most comprehensive approach to embedding sustainability into infrastructure projects,1,IS Design/As-Built,False,AU,Australia
ent:94857e303ba58af0,Instrument,Australian Housing Data Portal,australian housing data portal,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c239::140a94f5da55ab09,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,80.0,The Australian Housing Data Portal established by the CSIRO has made considerable progress in the development of a data system,2,Australian Housing Data Portal,False,AU,Australia
ent:ac35d2f4ee59915c,Instrument,Australian Standards,australian standards,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c307::c5fdc0b924c4c756,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,would bring Australian standards closer to standard practice in the USA and Europe,4,Australian Standards,False,AU,Australia
ent:72dbe3bda8fe877c,Instrument,"Australian Standards for concrete, steel, asphalt, and glass",australian standards for concrete steel asphalt and glass,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"specifying engineering-relevant implementation steps, including updates to Australian Standards for concrete, steel, asphalt, and glass",1,"Australian Standards for concrete, steel, asphalt, and glass",False,AU,Australia
