edge_id,subject_id,predicate,object_id,chunk_id,source_file,page_num,judge_label,statement_confidence,evidence_excerpt,evidence_start_char,evidence_end_char
rel:ee380b6f02004534,ent:6908dd1afa824afc,ENABLES,ent:98035ccca24c79c0,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c3::9dc7dd3ca0a40fa7,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",,maybe,0.6,"offering incentives such as tax breaks, grants, and subsidies to businesses that invest in waste recovery technologies.",,
rel:38286e5b13af8566,ent:85c20933a3c9c065,ENABLES,ent:98035ccca24c79c0,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c3::9dc7dd3ca0a40fa7,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",,maybe,0.6,"offering incentives such as tax breaks, grants, and subsidies to businesses that invest in waste recovery technologies.",,
rel:bc98be0e6523fa7a,ent:8f5c0e3536d346a9,ENABLES,ent:98035ccca24c79c0,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c3::9dc7dd3ca0a40fa7,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",,maybe,0.6,"offering incentives such as tax breaks, grants, and subsidies to businesses that invest in waste recovery technologies.",,
rel:1f3f5cc90496dd1f,ent:73c37d4768db0461,ISSUED_BY,ent:02afa4e23ee2937f,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,"Australian states have introduced circular economy plans that focus on waste reduction, material recovery expansion, and innovation in recycling technologies.",,
rel:72657a43c8de0a29,ent:02afa4e23ee2937f,AFFECTS,ent:8830dc5d149df6de,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,"circular economy plans that focus on waste reduction, material recovery expansion, and innovation in recycling technologies.",,
rel:d5f83d6d0939b979,ent:02afa4e23ee2937f,AFFECTS,ent:00a9eed205ea8eae,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,"circular economy plans that focus on waste reduction, material recovery expansion, and innovation in recycling technologies.",,
rel:4ecbc156a5839352,ent:02afa4e23ee2937f,ENABLES,ent:13b30a4427f74f50,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,"circular economy plans that focus on waste reduction, material recovery expansion, and innovation in recycling technologies.",,
rel:6e45c0a684859cf2,ent:02afa4e23ee2937f,INVOLVES,ent:2a081e873fe904bf,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,"These policies typically involve funding programs for upgrading facilities, pilot project grants, and incentives for adopting recycled materials during construction.",,
rel:948410b839cc5415,ent:02afa4e23ee2937f,INVOLVES,ent:85c20933a3c9c065,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,"These policies typically involve funding programs for upgrading facilities, pilot project grants, and incentives for adopting recycled materials during construction.",,
rel:0e369dc4136d47d5,ent:02afa4e23ee2937f,INVOLVES,ent:0fa7b4d1a0bb9d22,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,"These policies typically involve funding programs for upgrading facilities, pilot project grants, and incentives for adopting recycled materials during construction.",,
rel:374d7b12d9ce5181,ent:0fa7b4d1a0bb9d22,APPLIES_TO,ent:8bb1627054e77ecb,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,incentives for adopting recycled materials during construction.,,
rel:028b6bbffffaf9bb,ent:80133ac6b1334121,ISSUED_BY,ent:874ae87fd28c06b9,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,government procurement policies such as requiring recycled content in public works projects.,,
rel:1dcf2a8e5214a31a,ent:80133ac6b1334121,REQUIRES,ent:c2f6a9b66eec87d7,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,frameworks that seek to minimize the use of landfill and enhance transparency of waste data.,,
rel:861634125f2effb1,ent:874ae87fd28c06b9,PRODUCES,ent:8bb1627054e77ecb,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,"requiring recycled content in public works projects, is another tool being used to create reliable demand for recycled materials.",,
rel:c23d919e9fafd689,ent:874ae87fd28c06b9,INVOLVES,ent:55172f047b1dcdbc,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,These policy directions signal long-term government commitment while also encouraging private sector collaboration and investment.,,
rel:4bcec4aea6f1e51a,ent:9334b6fa724f3edf,BARRIERS,ent:00a9eed205ea8eae,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,Challenges of Australia Construction Demolition Waste Recycling Market: Inconsistent Regulations and Fragmented Market Approaches,,
rel:af64cd1e9683606c,ent:5dfb9fb5a8f0091d,BARRIERS,ent:00a9eed205ea8eae,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,maybe,0.6,Challenges of Australia Construction Demolition Waste Recycling Market: Inconsistent Regulations and Fragmented Market Approaches,,
rel:5a862bba3a6872d0,ent:688bef18bad33787,REQUIRES,ent:3c6517e9857f804d,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,"and Sustainable Materials Strategy 2041, advocate for integrating circular economy practices to enhance resource efficiency and minimize waste generation",,
rel:901faec8fa019f37,ent:688bef18bad33787,ENABLES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,advocate for integrating circular economy practices to enhance resource efficiency and minimize waste generation,,
rel:69346d53feae56fc,ent:3c6517e9857f804d,PRODUCES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,advocate for integrating circular economy practices to enhance resource efficiency and minimize waste generation,,
rel:58cabe6ca8d9b3c1,ent:3c6517e9857f804d,AFFECTS,ent:5d7b932998db6228,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,advocate for integrating circular economy practices to enhance resource efficiency and minimize waste generation,,
rel:e13a7d962bf4182e,ent:a03858c3bc96f406,REQUIRES,ent:3c6517e9857f804d,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,Studies fully aligned with government policies typically demonstrate the successful implementation of circular economy principles that meet policy objectives.,,
rel:10bbffce3a84a0bf,ent:7f48f533ca19400e,INVOLVES,ent:5cd53dea06171531,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,"Thompson et al. (2021) explored buildings designed for deconstruction and material reuse, showing how these practices align with national objectives",,
rel:534f511119ebdd07,ent:7f48f533ca19400e,PRODUCES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,showing how these practices align with national objectives by reducing waste and increasing resource efficiency.,,
rel:f49789a0fdf9e674,ent:5cd53dea06171531,PRODUCES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,showing how these practices align with national objectives by reducing waste and increasing resource efficiency.,,
rel:fda742b1abd5828a,ent:5cd53dea06171531,AFFECTS,ent:5d7b932998db6228,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,showing how these practices align with national objectives by reducing waste and increasing resource efficiency.,,
rel:7bcf22211ec88a18,ent:b1b36204d08f8d2b,REFERENCES,ent:7f48f533ca19400e,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,"Thompson et al. (2021) explored buildings designed for deconstruction and material reuse, showing how these practices align with national objectives",,
rel:ecec3cf68574d4d3,ent:b1b36204d08f8d2b,REFERENCES,ent:5cd53dea06171531,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,"Thompson et al. (2021) explored buildings designed for deconstruction and material reuse, showing how these practices align with national objectives",,
rel:d3cf5820ef9b64fc,ent:b1b36204d08f8d2b,REFERENCES,ent:a03858c3bc96f406,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,showing how these practices align with national objectives by reducing waste and increasing resource efficiency.,,
rel:8abd130a6d9ffd41,ent:3c6517e9857f804d,APPLIES_TO,ent:f78812916b05a3fe,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,keep,1.0,"providing practical applications of circular economy strategies, which are crucial for reducing environmental impact and promoting sustainability in the construction sector.",,
rel:549a15895ee6cc5c,ent:edf420962962808d,REQUIRES,ent:5cd53dea06171531,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,primarily focused on recycling without fully integrating other key principles like material reuse or designing for deconstruction,,
rel:f30c99dc9071f1a6,ent:edf420962962808d,REQUIRES,ent:7f48f533ca19400e,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,"without fully integrating other key principles like material reuse or designing for deconstruction, which are essential components",,
rel:52da9854452b7765,ent:5cd53dea06171531,INVOLVES,ent:8b7c9026ff4af7e6,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,"material reuse or designing for deconstruction, which are essential components of a circular economy",,
rel:e6a1b0f3f0a83617,ent:7f48f533ca19400e,INVOLVES,ent:8b7c9026ff4af7e6,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,"designing for deconstruction, which are essential components of a circular economy",,
rel:1a5d177e09f2b3c2,ent:edf420962962808d,APPLIES_TO,ent:418708269087ad51,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,circular economy practices in waste management but did not consider the full life-cycle of construction materials,,
rel:fe2c6c837070e3a7,ent:418708269087ad51,INVOLVES,ent:4a17b22a5c6d0eaa,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,"did not consider the full life-cycle of construction materials, thus not fully supporting the holistic approach",,
rel:8648568918f15cb1,ent:a03858c3bc96f406,REQUIRES,ent:edf420962962808d,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,"A smaller portion of studies is not aligned with government policies, as they overlook the directives promoting circular economy practices",,
rel:1a87965d63643d68,ent:9505dc0f99358773,BARRIERS,ent:3c6517e9857f804d,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,"focused on conventional recycling methods without integrating essential circular economy principles, such as material reuse or deconstruction design",,
rel:77a4a4a0ca596ffd,ent:688bef18bad33787,REQUIRES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,"The study does not align with the NSW Waste and Sustainable Materials Strategy 2041, which emphasizes a more integrated approach to resource efficiency",,
rel:044b7b5029fc64d3,ent:688bef18bad33787,REQUIRES,ent:36bf88f3c4d7251e,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,which emphasizes a more integrated approach to resource efficiency and waste minimization,,
rel:50381f01cb98f1be,ent:8b7c9026ff4af7e6,ENABLES,ent:2698111ea8aae4a7,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,a significant gap in addressing the full spectrum of policy goals aimed at fostering sustainability through circular economy approaches,,
rel:be5c5e8600407038,ent:3c6517e9857f804d,REQUIRES,ent:5cd53dea06171531,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,"without integrating essential circular economy principles, such as material reuse or deconstruction design",,
rel:9fecbe76bb85c2fb,ent:3c6517e9857f804d,REQUIRES,ent:7f48f533ca19400e,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,"essential circular economy principles, such as material reuse or deconstruction design",,
rel:03acb75c2ee6074d,ent:5fc5c800520dd000,INVOLVES,ent:edf420962962808d,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,maybe,0.6,circular economy practices. Blomsma et al. [6] also explored circular strategies but primarily focused on recycling,,
rel:27b52080e465f309,ent:e2ded0fde99594e0,BARRIERS,ent:13b30a4427f74f50,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,high recycling costs and the low market value of recycled materials pose significant economic challenges to widespread adoption,,
rel:e50bfa804b2cbeb2,ent:e2ded0fde99594e0,BARRIERS,ent:2220ba460f5fc8be,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,"Many recycling initiatives struggle to achieve economic viability, revealing a disconnect between the potential of recycling technologies",,
rel:e3befb460f88ea7d,ent:8bb1627054e77ecb,BARRIERS,ent:2220ba460f5fc8be,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,low market value of recycled materials pose significant economic challenges to widespread adoption,,
rel:bcd43cb80cd8badd,ent:087b6c367d0dcaee,ENABLES,ent:8bb1627054e77ecb,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,economic incentives and policies that could foster more favourable market conditions for recycled and upcycled products,,
rel:cc144fb865108cdf,ent:087b6c367d0dcaee,ENABLES,ent:72e1b84cf43c4010,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,economic incentives and policies that could foster more favourable market conditions for recycled and upcycled products,,
rel:0e5228e4069f05d3,ent:3c6517e9857f804d,ENABLES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,integrate these principles into construction and demolition waste management (CDWM) to enhance resource efficiency and sustainability,,
rel:b240e7b3ad9b007c,ent:3c6517e9857f804d,ENABLES,ent:2698111ea8aae4a7,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,integrate these principles into construction and demolition waste management (CDWM) to enhance resource efficiency and sustainability,,
rel:6849ee5dd9773ede,ent:3c6517e9857f804d,INVOLVES,ent:7f48f533ca19400e,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,"Strategies such as designing for deconstruction, reusing materials, and implementing closed-loop recycling have been explored",,
rel:778431fa19d3d426,ent:3c6517e9857f804d,INVOLVES,ent:6e767785b13e05b5,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,"Strategies such as designing for deconstruction, reusing materials, and implementing closed-loop recycling have been explored",,
rel:57fcb2dd5dc51ed8,ent:3c6517e9857f804d,INVOLVES,ent:a5579d68f36aad4d,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,"Strategies such as designing for deconstruction, reusing materials, and implementing closed-loop recycling have been explored",,
rel:850da7c568cb07d7,ent:71d012baf1a1073d,APPLIES_TO,ent:7e9c5d1d5fc57d73,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,examining how to integrate these principles into construction and demolition waste management (CDWM),,
rel:35be955aef5090e4,ent:7f48f533ca19400e,ENABLES,ent:2698111ea8aae4a7,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,Projects that incorporate circular economy principles have shown significant potential in reducing waste generation and improving sustainability outcomes,,
rel:3899b21380c02f92,ent:a5579d68f36aad4d,ENABLES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,implementing closed-loop recycling have been explored to minimize waste and maximize resource use,,
rel:c8fa23558847e503,ent:930ae7494822a444,BARRIERS,ent:3c6517e9857f804d,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,"the adoption of these practices remains uneven across the industry, largely due to a lack of awareness, expertise",,
rel:b5fc64511495d721,ent:930ae7494822a444,BARRIERS,ent:71d012baf1a1073d,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,maybe,0.6,"the adoption of these practices remains uneven across the industry, largely due to a lack of awareness, expertise",,
rel:88845e912ea397b7,ent:a90061f3c9431813,ENABLES,ent:1283e56d0808022c,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c42::38966ab308bd1257,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,15.0,keep,1.0,"Resource Recovery Strategy (2019), stress the importance of enhancing stakeholder engagement and compliance",,
rel:0791e6ef7278271d,ent:a90061f3c9431813,REQUIRES,ent:087b6c367d0dcaee,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c42::38966ab308bd1257,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,15.0,keep,1.0,"stress the importance of enhancing stakeholder engagement and compliance through education, awareness programmes, and economic incentives",,
rel:f4b83b7d35fed8fa,ent:a90061f3c9431813,REQUIRES,ent:73d9ab56f91b7c77,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c42::38966ab308bd1257,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,15.0,keep,1.0,"enhancing stakeholder engagement and compliance through education, awareness programmes, and economic incentives",,
rel:2be533a474a6e9f0,ent:a03858c3bc96f406,REQUIRES,ent:3c6517e9857f804d,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c42::38966ab308bd1257,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,15.0,keep,1.0,Studies that are fully aligned with government policies typically demonstrate the successful application of circular economy principles,,
rel:c5d08257d5d15642,ent:3c6517e9857f804d,ENABLES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c42::38966ab308bd1257,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,15.0,keep,1.0,successful application of circular economy principles to achieve policy objectives,,
rel:bd1c127fd3c53183,ent:7f48f533ca19400e,ENABLES,ent:5cd53dea06171531,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c42::38966ab308bd1257,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,15.0,keep,1.0,buildings designed for deconstruction and material reuse align with national objectives,,
rel:220c5f11fe089137,ent:7f48f533ca19400e,ENABLES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c42::38966ab308bd1257,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,15.0,keep,1.0,buildings designed for deconstruction and material reuse align with national objectives by reducing waste and increasing resource efficiency,,
rel:fade905f9a71626d,ent:5cd53dea06171531,ENABLES,ent:41d952a6c566a396,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c42::38966ab308bd1257,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,15.0,keep,1.0,material reuse align with national objectives by reducing waste and increasing resource efficiency,,
